Nama Pelatihan,Objid Pelatihan,Category,Tipe,Lokasi Pelatihan,Provider,Academy Event,Location,Provider Category,Event Type,Status,Tgl Mulai,Tgl Selesai,JML Peserta,JML Confirmed,JML Peserta Hadir,JML UBPP Inst,JML UBPP Delivery,UBPP Inst,UBPP Akom,UBPP Sarana,UBPP Laborat,UBPP Penyelenggaraan,UBPP Kafetaria,UBPP Materi,Net Promotor Score,Customer Satisfaction,First Response & Average Handling,Customer Effort Score
CAPM(Certified Associate in Project Man),80111956,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,INIXINDO BD,External,Public,Close Budget,2020-02-11,2020-02-13,11,11,11,1,11,0,98.18,98.18,0,98.73,99.09,98.64,100,98.36,99.09,98.55
Perjanjian Utang Piutang & Pengikatan,80111976,LAT,,Jakarta,Learning Area 3 / LO,BUSINNESS ENABLER,Santika Hotel Jakarta,,Internal,Close Budget,2020-02-11,2020-02-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUNDAMENTAL CONNECTIVITY FOR AM BATCH-2,80111983,LAT,Project,Bandung,Learning Area 3 / LO Bandung,ENTERPRISE,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-11,2020-02-13,31,11,27,18,19,90.74,89,92.5,0,92.2,91,93.13,70,92,94.5,91.8
Bangmat GPMP,90003854,NON LAT,Pengembangan Materi,Bandung,Dalam Negeri,LEADERSHIP,LA 3,Internal,Internal,WO,2020-02-11,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Costing & Tariff Management,90003826,NON LAT,Pengembangan Materi,Semarang,Learning Area 4 Semarang,NITS,LA-4,Internal,Internal,Close Budget,2020-02-10,2020-02-12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Learning Produk Solusi DBS,90003830,NON LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,ENTERPRISE,Enterprise Academy LA 2 JKT,External,Internal,WO,2020-02-10,2020-02-11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bangmat,90003842,NON LAT,Project,Jakarta,Learning Area 2 Jakarta,,LA 2,Internal,Internal,Draft,2020-02-10,2020-02-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembuatan Learning Roadmap AM,90003844,NON LAT,Project,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,LA 2,Internal,Internal,WO,2020-02-10,2020-02-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat GPMP,90003848,NON LAT,Pengembangan Materi,Bandung,Dalam Negeri,LEADERSHIP,LA 3,Internal,Internal,WO,2020-02-10,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapat Pembahasan Lanjutan IFC-2020 Teknik,90003852,NON LAT,Lomba Dinas,Bandung,Learning Area 3 / LO Bandung,NITS,LA-3,Internal,Internal,WO,2020-02-10,2020-02-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment JT Dir BUMN,80111217,LAT,,,,,Jakarta Consulting Group,,,,2020-02-10,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPMP II Batch 21,80111365,LAT,,Bandung,Learning Area 3 Bandung,LEADERSHIP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-10,2020-02-14,21,21,21,15,19,90.81,92.1,90.53,0,87.68,83.33,89.34,63.16,89.79,85.79,87.47
Post Assessment,80111747,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-02-10,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPMP V Batch 30,80111831,LAT,,Jakarta,Learning Area 2 Jakarta,LEADERSHIP,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-10,2020-02-14,28,28,28,24,28,85.29,82.5,83.21,0,87.14,83.33,89.2,64.29,85.18,86.79,88.07
Best Unit TQPMS,80111839,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-10,2020-02-12,85,59,61,24,35,78.28,80,85.83,0,85.28,87.22,85.21,50,84.33,87.5,85.17
GPMP V Batch 29,80111853,LAT,,Jakarta,Learning Area 2 Jakarta,LEADERSHIP,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-10,2020-02-14,29,29,29,26,25,94.56,82,82.4,0,88.35,86.4,88.7,65.38,85.95,86.8,88.16
Kepabeanan,80111951,LAT,Seminar,Jakarta,Learning Area 3 / LO,NITS,Hotel di Jakarta,,Public,Close Budget,2020-02-10,2020-02-11,5,1,5,0,5,0,100,100,0,100,100,100,100,100,100,100
SO Commander Reborn,80111953,LAT,,Balikpapan,Learning Area 6 Balikpapan,CONSUMER,Learning Area 6 Balikpapan,Internal,Internal,Close Budget,2020-02-10,2020-02-14,24,24,24,18,23,82.04,84.58,86.25,0,87.9,85.42,85.96,66.67,85.55,90.83,85.93
ICT Forum 2020,80111978,LAT,,Jakarta,Learning Area 3 / LO,BUSINNESS ENABLER,Hotel di Jakarta,External,Internal,Close Budget,2020-02-10,2020-02-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA Level 2 Preparation Program 2019,80111631,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Binus Business School,External,Public,Close Budget,2020-02-08,2020-05-16,1,0,1,0,1,0,100,100,0,100,100,100,100,100,100,100
GPTP XI Week 2,80111834,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-08,2020-02-14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment JT Dir BUMN,80111216,LAT,,,,,Jakarta Consulting Group,,,,2020-02-07,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accesing Personal Genius,80111915,LAT,,Jakarta,Learning Area 3 / LO,BUSINNESS ENABLER,Learning Area 2 Jakarta,,Internal,Close Budget,2020-02-07,2020-02-09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembahasan BusRec Development Roadmap IA,90003846,NON LAT,CoP (Business Recommendation),BANDUNG,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,WO,2020-02-07,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembekalan GM Segmen BUD ke TREG,90003836,NON LAT,Project,Jakarta,Learning Area 3 / LO,ENTERPRISE,TLT (Telkom Landmark Tower),External,Internal,WO,2020-02-06,2020-02-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovation Roadshow CDIO TREG 1,90003838,NON LAT,Seminar,,Learning Area 1 Medan,,Telkom Medan,Internal,Internal,Draft,2020-02-06,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELKOM CERTIFIED PROVISIONING TYPE 2 IMPLEMENTATION (TCPTI),90004202,NON LAT,,,,CONSUMER,,,Internal,Draft,2020-02-06,2022-02-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assesment JT BP 1,80111367,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-02-06,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workshop Generation Diversity,80111735,LAT,,,,,Hotel Di Yogyakarta,,,,2020-02-06,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment JT Dir BUMN,80111841,LAT,,,,,Jakarta Consulting Group,,,,2020-02-06,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertifikasi PT2 Project,80111845,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Telkom Surabaya,Internal,Public,Close Budget,2020-02-06,2020-02-06,194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bispro SOA Siklus Revenue&CSA App ICCA,80111885,LAT,,Makassar,Learning Area 7 Makassar,CONSUMER,Learning Area 7 Makasar,Internal,Internal,Close Budget,2020-02-06,2020-02-07,28,28,28,16,19,90.56,86.84,88.42,0,89.05,88.95,89.34,57.89,88.84,88.95,88.74
"Workshop ""Risk Based Scorecard & Integra",80111888,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Learning Area 3 Bandung,External,Internal,Close Budget,2020-02-06,2020-02-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFFLINE TALENT BOOSTER HACK IDEA #5 TR 4,80111898,LAT,Seminar,,Learning Area 4 Semarang,DSP,Learning Area 4 Semarang,Internal,Internal,Close Budget,2020-02-06,2020-02-07,60,32,42,3,10,90,97,96,0,96.6,95,95.25,90,96.2,97,95.4
Supply Chain Mgt Telkom (SCMT) for NTE,80111905,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Learning Area 5 Surabaya,Internal,Internal,Close Budget,2020-02-06,2020-02-07,14,13,14,6,6,90.14,88.33,88.33,0,88.07,86.67,88.75,71.43,88.67,85,88.67
Financial Statement Analysis Batch 2,80111921,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Hotel Arya Duta Jakarta,External,Public,Close Budget,2020-02-06,2020-02-07,2,0,2,1,2,76.67,75,95,0,95,92.5,95,100,90,95,95
Innovation Roadshow CDIO TG Area 1,80111981,LAT,Seminar,Medan,Learning Area 1 Medan,DSP,Telkom Medan,Internal,Internal,Close Budget,2020-02-06,2020-02-06,84,56,53,1,2,100,70,85,0,93,90,93.75,100,88,90,92
CSC - Enterprise Advanced Infrastructure,80112267,LAT,,,,,,,Internal,,2020-02-06,2023-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Business Through Great People,80111838,LAT,Seminar,Jakarta,Learning Area 3 / LO,CONSUMER,Hotel di Jakarta,,Internal,Close WO,2020-02-05,2020-02-05,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Telkom Group CX Forum Triwulan-1 2020 (B,80111889,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,TLT (Telkom Landmark Tower),External,Internal,Close WO,2020-02-05,2020-02-06,87,20,33,1,5,80,90,92,0,96.54,90,96,100,92.4,96,96.4
OFFLINE TALENT BOOSTER HACK IDEA #5 TR 5,80111893,LAT,Seminar,,Learning Area 5 Surabaya,DSP,Learning Area 5 Surabaya,Internal,Internal,Close Budget,2020-02-05,2020-02-05,67,53,62,8,14,90.67,80,94.29,0,90.66,92.67,89.32,75,89.6,90.67,89.46
Pelatihan Exp. On Becoming Corpu Trainer,80111913,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-05,2020-02-06,23,22,23,12,17,84.46,83.53,88.23,0,86.47,86.47,86.91,58.82,86.47,85.88,86.47
Practical Problem Solving,80111920,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Gdg Lbg Manajemen PPM Jakarta,External,Public,Close Budget,2020-02-05,2020-02-06,2,0,2,0,2,0,55,92.5,0,94,92.5,92.5,100,86,92.5,92.5
OFFLINE TALENT BOOSTER HACK IDEA #5 TR 2,80111922,LAT,Seminar,JAKARTA,Learning Area 2 Jakarta,DSP,TLT (Telkom Landmark Tower),Internal,Internal,Close Budget,2020-02-05,2020-02-05,101,28,94,52,93,88.33,93.87,91.29,0,91.76,93.23,92.9,80.65,92.49,90.22,92.58
Assessment JT Dir BUMN,80111928,LAT,,,,,Jakarta Consulting Group,,,,2020-02-05,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rakor Corpu 2020,90003822,NON LAT,Culture Meeting,Bali,Learning Area 3 / LO Bandung,"PNC,LO, dan GS","The Laguna Resort & Spa Nusa Dua, Bali The Lu",Internal,Internal,On Going,2020-02-05,2020-02-07,75,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapat Pembahasan Lanjutan IFC-2020 Teknik,90003834,NON LAT,Lomba Dinas,Bandung,Learning Area 3 / LO Bandung,NITS,Gedung GPDC Gegerkalong Bandung,Internal,Internal,WO,2020-02-05,2020-02-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapat Pelatihan Fun. Connectivity B2/2020,90003832,NON LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,ENTERPRISE,"Enterprise Academy , Slipi Jakarta",External,Internal,Draft,2020-02-04,2020-02-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOSS-F dan Aplikasi MYSOL WiFi,80111833,LAT,Pengembangan Materi,Semarang,Learning Area 4 Semarang,NITS,Learning Area 4 Semarang,Internal,Internal,Close Budget,2020-02-04,2020-02-05,9,7,6,1,9,70,88.89,88.89,0,90,90,89.72,100,89.56,90,89.78
OFFLINE TALENT BOOSTER HACK IDEA #5 TR 1,80111890,LAT,Seminar,Medan,Learning Area 1 Medan,DSP,Learning Area 1 Medan,Internal,Internal,Close Budget,2020-02-04,2020-02-04,96,64,73,3,13,90,99.23,99.23,0,99.23,99.23,99.23,100,99.23,99.23,99.23
NMS For Huawei,80111894,LAT,,Surabaya,Learning Area 5 Surabaya,CONSUMER,Learning Area 5 Surabaya,Internal,Internal,Close Budget,2020-02-04,2020-02-06,15,15,15,16,16,83.69,92.5,86.88,0,84.75,86.25,84.06,43.75,87.63,84.38,83.5
GPMP IV Batch 37,80111364,LAT,,Bandung,Learning Area 3 Bandung,LEADERSHIP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-03,2020-02-07,31,31,31,24,23,84.78,88.26,86.52,0,82.35,86.96,82.17,60.87,85.57,82.61,81.3
Assessment JT Dir BUMN,80111366,LAT,,,,,Regional II Jakarta,,,,2020-02-03,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Cloud - Associate Cloud Engineer,80111474,LAT,Test Online,Jakarta,Learning Area 3 / LO,DSP,Multimatics,External,Public,Close WO,2020-02-03,2020-02-03,1,1,1,0,1,0,75,90,0,95,90,93.75,100,89,95,94
GPMP IV Batch 38,80111686,LAT,,Bandung,Learning Area 3 Bandung,LEADERSHIP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-03,2020-02-07,27,27,27,24,26,90.04,90.39,91.15,0,89,90,89.52,57.69,90.92,88.85,88.62
Supply Chain Mgt Telkom (SCMT) for NTE,80111700,LAT,,Jakarta,Learning Area 2 Jakarta,CONSUMER,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-02-03,2020-02-04,15,13,13,11,11,85.18,82.73,87.27,0,86,87.27,88.41,45.45,86.36,89.09,88.36
NOSS F for DWS,80111725,LAT,,Makassar,Learning Area 7 Makassar,WS & INTERNATIONAL,Learning Area 7 Makasar,Internal,Internal,Close Budget,2020-02-03,2020-02-05,43,36,42,22,23,90.47,89.17,86.25,0,85.58,82.92,85.73,50,85.5,86.25,85.83
TCBPM,80111832,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,TPCC (Telkom Professional Certified Cent,External,Public,Close Budget,2020-02-03,2020-02-07,12,2,12,4,5,77.5,94,94,0,95.2,94,94,100,94.8,94,94
OFFLINE TALENT BOOSTER HACK IDEA #5 TR 3,80111892,LAT,Seminar,BANDUNG,Learning Area 3 / LO Bandung,DSP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-03,2020-02-04,42,31,33,2,24,100,57.5,84.17,0,84.75,86.25,84.9,54.17,79,87.08,84.58
Optical Access Network,80111908,LAT,,Bandung,Learning Area 3 Bandung,CONSUMER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-03,2020-02-06,18,18,18,14,17,89.63,76.11,90,0,88.89,85,90.42,61.11,86.11,88.89,89.78
Pelatihan Expert:Basic of Corpu Research,80111911,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-03,2020-02-04,23,23,23,18,20,89.58,81,85.5,0,86.7,79,87.13,50,84.3,86.5,86.6
Workshop Finalisasi Pembuatan Kursil GPIP,90003816,NON LAT,Pengembangan Materi,,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Harper Hotel Purwakarta,Internal,Internal,Close WO,2020-02-03,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diskusi TCIMF,90003818,NON LAT,Pengembangan Materi,Bandung,,,Ruang rapat Wins Academy,,Internal,Draft,2020-02-03,2020-02-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diskusi TCIMF,90003820,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,Ruang rapat Wins Academy,Internal,Internal,WO,2020-02-03,2020-02-03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ToT SO Commanders,90003828,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,CONSUMER,LA 2,Internal,Internal,WO,2020-02-03,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sap Modul MM untuk unit Inventory,90003927,NON LAT,,Makassar,Learning Area 7,,,Internal,Internal,Close Budget,2020-02-03,2020-02-04,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e-learning Communication Skill,90003798,NON LAT,Mandatory E-Learning,,,,,,Internal,Draft,2020-02-01,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acting as AM Skill & Product Knowledge,90003812,NON LAT,Mandatory E-Learning,,Learning Area 3 / LO,WS & INTERNATIONAL,,,Internal,WO,2020-02-01,2020-02-29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPTP XI Week 1,90003814,NON LAT,Seminar,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,LA-3,Internal,Internal,WO,2020-02-01,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA Level 1 Preparation Program 2019,80111630,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Binus Business School,External,Public,Close Budget,2020-02-01,2020-05-16,3,0,3,1,3,80.56,100,100,0,100,100,100,100,100,100,100
The Art & Science of Coaching Module 3&4,80111641,LAT,,Bogor,Learning Area 3 / LO,BUSINNESS ENABLER,Hotel di Bogor,External,Internal,Close Budget,2020-02-01,2020-02-04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPTP XI Week 1,80111914,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-02-01,2020-02-07,166,0,166,0,23,0,80.77,88.46,0,88,82.31,86.73,53.85,85.54,87.69,86.92
CBM Human Resource Management,80111599,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Prasetya Mulya Gedung Jakarta,External,Public,Close Budget,2020-01-30,2020-04-28,1,1,1,0,1,0,100,100,0,100,100,100,100,100,100,100
CBM General Business Management,80111651,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Prasetya Mulya Gedung Jakarta,External,Public,Close Budget,2020-01-30,2020-04-28,1,0,1,0,1,0,100,100,0,100,100,100,100,100,100,100
Assessment JT Dir BUMN,80111679,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-01-30,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introducing to learning & deveopment pro,80111907,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-01-30,2020-01-31,22,21,21,11,13,89.67,86.15,86.92,0,85.69,81.54,83.46,46.15,85.39,87.69,83.39
NOSS-F dan Aplikasi MYSOL WiFi,80111909,LAT,,Bandung,Learning Area 3 / LO,NITS,Learning Area 3 Bandung,,Internal,Close Budget,2020-01-30,2020-01-31,25,3,25,1,8,95,91.25,90,0,92.25,92.5,91.88,87.5,91.5,92.5,92.5
Meeting Monetizing Project CorpU Kemenkumham ,90003802,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Ruang Rapat Consumer Academy,Internal,Internal,WO,2020-01-30,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pengembangan Materi GPTP SO Commander,90003804,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,LA-3,Internal,Internal,WO,2020-01-30,2020-01-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembahasan ALP Collection DWS,90003810,NON LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,Graha Merah Putih (GMP) Jakarta,Internal,Internal,WO,2020-01-30,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembahasan Skenario Lomba IFC-2020 Teknik,90003840,NON LAT,Lomba Dinas,Jakarta,Learning Area 2 Jakarta,NITS,LA 2,Internal,Internal,WO,2020-01-30,2020-01-31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat ITIL,90003756,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Ruang Rapat Consumer Academy,Internal,Internal,Draft,2020-01-29,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shareholder Meeting Amoeba for AM ke-11,90003794,NON LAT,Project,Jakarta,Learning Area 3 / LO,ENTERPRISE,TLT (Telkom Landmark Tower),External,Internal,WO,2020-01-29,2020-01-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Appearance & Grooming for AM DGS,90003800,NON LAT,Project,,Learning Area 3 / LO,ENTERPRISE,Hotel Di Pekanbaru,External,Internal,WO,2020-01-29,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFA Level 1 Preparation Program 2019,80111667,LAT,Seminar,Jakarta,Learning Area 3 / LO,DSP,Binus Business School,External,Public,Close Budget,2020-01-29,2020-05-15,2,0,2,0,2,0,90,95,0,100,95,100,100,96,100,100
IOT Business Implications & Opportunitie,80111669,LAT,Test Online,,Learning Area 3 / LO,DSP,Online (Lokasi Masing-Masing),External,Public,Close Budget,2020-01-29,2020-03-17,1,0,1,0,1,0,100,100,0,100,100,100,100,100,100,100
Assessment JT Dir BUMN,80111680,LAT,,,,,TELKOM HRAS BANDUNG,,,,2020-01-29,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agile Development for Tribe Indihome D&V,80111818,LAT,Seminar,Bandung,Learning Area 3 Bandung,DSP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-01-29,2020-01-30,20,19,20,3,19,90,82.5,85.5,0,87.8,88.5,88.38,70,86.9,87,88
PROFESSIONAL APPEARRANCE & GROOMING,80111886,LAT,Seminar,Pekanbaru,Learning Area 3 / LO,ENTERPRISE,Hotel Di Pekanbaru,External,Internal,Close WO,2020-01-29,2020-01-30,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam OSCP,80111628,LAT,Test Online,BANDUNG,Learning Area 3 / LO Bandung,DSP,Hotel Ammeerraa Bandung,Internal,Public,Close Budget,2020-01-28,2020-01-30,1,1,1,0,1,0,100,100,0,100,100,100,100,100,100,100
ITIL Foundation,80111729,LAT,Pengembangan Materi,Jakarta,Learning Area 2 Jakarta,NITS,Vendor di Jakarta,Internal,Public,Close Budget,2020-01-28,2020-01-30,13,11,6,0,13,0,73.08,92.31,0,89.08,92.31,90.77,69.23,87.23,88.46,90.15
Fundamental of Corpu Coach,80111734,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-01-28,2020-01-29,22,22,22,9,22,91.67,85.91,90.46,0,90.27,82.73,89.77,86.36,88,92.73,89.27
Pelatihan Scrum dan Product Owner TCU,80111773,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-01-28,2020-01-29,30,27,30,16,19,81.09,74.44,87.37,0,85.79,83.68,87.37,57.89,83.51,90,86
Validasi DJM & Competency AM,90003792,NON LAT,Project,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,LA 2,Internal,Internal,WO,2020-01-28,2020-01-29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industri Update Segment TDS ,90003796,NON LAT,Project,Jakarta,Learning Area 3 / LO,ENTERPRISE,Gedung Menara Multimedia JKT,External,Internal,WO,2020-01-28,2020-01-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Validasi DJM AM CFU WIB,90003808,NON LAT,,Jakarta,Learning Area 2 Jakarta,WS & INTERNATIONAL,TLT (Telkom Landmark Tower),Internal,Internal,WO,2020-01-28,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat ITIL,90003744,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,CONSUMER,R Rapat Consumer Academy,Internal,Internal,WO,2020-01-27,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Artificial Intellegence,90003754,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Ruang Rapat Consumer Academy,Internal,Internal,WO,2020-01-27,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Workshop Penulisan Case Study EiP Awards 2020,90003790,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,KMCS,"Lembang, Putri Gunung",Internal,Internal,WO,2020-01-27,2020-01-27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consultative Selling,90003806,NON LAT,Mandatory E-Learning,,,,,,Internal,WO,2020-01-27,2020-02-07,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMS Access Alcatel / Lucent & ZTE,80111563,LAT,,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-01-27,2020-01-29,22,22,22,19,20,90.43,93.5,88.5,0,88.38,89.5,90.13,65,89.29,91,89.4
The Art & Science of Coaching Module 3&4,80111640,LAT,,Bogor,Learning Area 3 / LO,BUSINNESS ENABLER,Hotel di Bogor,External,Public,Close Budget,2020-01-27,2020-01-30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPMP V Batch 28,80111668,LAT,,Jakarta,Learning Area 2 Jakarta,LEADERSHIP,Learning Area 2 Jakarta,Internal,Internal,Close Budget,2020-01-27,2020-01-31,26,26,26,24,24,90.95,85.42,90.83,0,90,83.33,90.31,66.67,88.32,89.58,90
GPMP III Batch 42,80111683,LAT,,Bandung,Learning Area 3 / LO Bandung,LEADERSHIP,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-01-27,2020-01-31,24,24,24,23,25,87.78,87.6,89.2,0,88.4,86.4,87,60,88,90,86.8
IP FUNDAMENTAL & BOOTCAMP TCIF,80111728,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Learning Area 3 Bandung,,Internal,Close Budget,2020-01-27,2020-01-31,15,15,15,7,11,85.98,86.67,86.67,0,83.17,86.67,81.88,58.33,84.5,87.5,82.67
Training of Trainer Implementation,80111730,LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,NITS,Learning Area 3 Bandung,Internal,Internal,Close Budget,2020-01-27,2020-01-30,25,9,25,12,13,0,96.92,96.15,0,98.15,97.69,96.73,100,97.54,97.69,96.92
TCIMF,80111824,LAT,,Semarang,Learning Area 4 Semarang,WS & INTERNATIONAL,Learning Area 4 Semarang,Internal,Internal,Close WO,2020-01-27,2020-01-31,20,12,20,21,21,89.92,90,90,0,89.71,90,90,100,89.81,90,89.91
